timestamp,year,month,day,hour,temp_day_c,humidity_pct,rainfall_mm,monthly_temp_max_c,monthly_temp_min_c,monthly_rh_max_pct,monthly_rh_min_pct,monthly_rainfall_total_mm,rainfall_imputed_flag,source_station_temperature_humidity,source_station_rainfall
2023-01-03 08:00,2023,1,3,8,26.22,83.22,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-03 09:00,2023,1,3,9,27.35,80.87,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-03 10:00,2023,1,3,10,28.40,78.69,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-03 11:00,2023,1,3,11,29.30,76.82,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-03 12:00,2023,1,3,12,30.00,75.38,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-03 13:00,2023,1,3,13,30.43,74.47,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-03 14:00,2023,1,3,14,30.58,74.17,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-03 15:00,2023,1,3,15,30.43,74.47,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-03 16:00,2023,1,3,16,30.00,75.38,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-03 17:00,2023,1,3,17,29.30,76.82,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-03 18:00,2023,1,3,18,28.40,78.69,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-03 19:00,2023,1,3,19,27.35,80.87,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-03 20:00,2023,1,3,20,26.22,83.22,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-03 21:00,2023,1,3,21,25.09,85.56,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-03 22:00,2023,1,3,22,24.03,87.74,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-03 23:00,2023,1,3,23,23.13,89.62,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 00:00,2023,1,4,0,22.23,91.55,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 01:00,2023,1,4,1,21.79,92.06,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 02:00,2023,1,4,2,21.64,92.06,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 03:00,2023,1,4,3,21.79,92.06,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 04:00,2023,1,4,4,22.23,91.55,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 05:00,2023,1,4,5,22.92,90.12,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 06:00,2023,1,4,6,23.83,88.24,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 07:00,2023,1,4,7,24.88,86.06,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 08:00,2023,1,4,8,26.01,83.72,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 09:00,2023,1,4,9,27.14,81.38,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 10:00,2023,1,4,10,28.19,79.19,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 11:00,2023,1,4,11,29.09,77.32,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 12:00,2023,1,4,12,29.79,75.88,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 13:00,2023,1,4,13,30.22,74.98,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 14:00,2023,1,4,14,30.37,74.67,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 15:00,2023,1,4,15,30.22,74.98,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 16:00,2023,1,4,16,29.79,75.88,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 17:00,2023,1,4,17,29.09,77.32,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 18:00,2023,1,4,18,28.19,79.19,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 19:00,2023,1,4,19,27.14,81.38,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 20:00,2023,1,4,20,26.01,83.72,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 21:00,2023,1,4,21,24.88,86.06,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 22:00,2023,1,4,22,23.83,88.24,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-04 23:00,2023,1,4,23,22.92,90.12,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 00:00,2023,1,5,0,22.43,88.27,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 01:00,2023,1,5,1,21.99,89.18,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 02:00,2023,1,5,2,21.84,89.19,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 03:00,2023,1,5,3,21.99,89.18,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 04:00,2023,1,5,4,22.43,88.27,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 05:00,2023,1,5,5,23.12,86.83,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 06:00,2023,1,5,6,24.03,84.96,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 07:00,2023,1,5,7,25.08,82.78,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 08:00,2023,1,5,8,26.21,80.43,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 09:00,2023,1,5,9,27.34,78.09,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 10:00,2023,1,5,10,28.39,75.91,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 11:00,2023,1,5,11,29.29,74.03,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 12:00,2023,1,5,12,29.99,72.60,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 13:00,2023,1,5,13,30.42,71.69,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 14:00,2023,1,5,14,30.57,71.38,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 15:00,2023,1,5,15,30.42,71.69,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 16:00,2023,1,5,16,29.99,72.60,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 17:00,2023,1,5,17,29.29,74.03,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 18:00,2023,1,5,18,28.39,75.91,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 19:00,2023,1,5,19,27.34,78.09,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 20:00,2023,1,5,20,26.21,80.43,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 21:00,2023,1,5,21,25.08,82.78,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 22:00,2023,1,5,22,24.03,84.96,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-05 23:00,2023,1,5,23,23.12,86.83,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 00:00,2023,1,6,0,22.18,88.15,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 01:00,2023,1,6,1,21.74,88.54,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 02:00,2023,1,6,2,21.59,88.54,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 03:00,2023,1,6,3,21.74,88.54,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 04:00,2023,1,6,4,22.18,88.15,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 05:00,2023,1,6,5,22.87,86.71,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 06:00,2023,1,6,6,23.77,84.84,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 07:00,2023,1,6,7,24.83,82.65,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 08:00,2023,1,6,8,25.96,80.31,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 09:00,2023,1,6,9,27.09,77.97,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 10:00,2023,1,6,10,28.14,75.79,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 11:00,2023,1,6,11,29.04,73.91,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 12:00,2023,1,6,12,29.74,72.47,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 13:00,2023,1,6,13,30.17,71.57,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 14:00,2023,1,6,14,30.32,71.26,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 15:00,2023,1,6,15,30.17,71.57,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 16:00,2023,1,6,16,29.74,72.47,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 17:00,2023,1,6,17,29.04,73.91,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 18:00,2023,1,6,18,28.14,75.79,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 19:00,2023,1,6,19,27.09,77.97,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 20:00,2023,1,6,20,25.96,80.31,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 21:00,2023,1,6,21,24.83,82.65,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 22:00,2023,1,6,22,23.77,84.84,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-06 23:00,2023,1,6,23,22.87,86.71,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 00:00,2023,1,7,0,21.68,92.95,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 01:00,2023,1,7,1,21.24,92.95,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 02:00,2023,1,7,2,21.09,92.95,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 03:00,2023,1,7,3,21.24,92.95,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 04:00,2023,1,7,4,21.68,92.95,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 05:00,2023,1,7,5,22.37,92.15,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 06:00,2023,1,7,6,23.28,90.27,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 07:00,2023,1,7,7,24.33,88.09,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 08:00,2023,1,7,8,25.46,85.75,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 09:00,2023,1,7,9,26.59,83.41,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 10:00,2023,1,7,10,27.64,81.22,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 11:00,2023,1,7,11,28.55,79.35,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 12:00,2023,1,7,12,29.24,77.91,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 13:00,2023,1,7,13,29.68,77.01,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 14:00,2023,1,7,14,29.82,76.70,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 15:00,2023,1,7,15,29.68,77.01,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 16:00,2023,1,7,16,29.24,77.91,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 17:00,2023,1,7,17,28.55,79.35,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 18:00,2023,1,7,18,27.64,81.22,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 19:00,2023,1,7,19,26.59,83.41,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 20:00,2023,1,7,20,25.46,85.75,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 21:00,2023,1,7,21,24.33,88.09,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 22:00,2023,1,7,22,23.28,90.27,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-07 23:00,2023,1,7,23,22.37,92.15,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-08 00:00,2023,1,8,0,22.66,88.95,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-08 01:00,2023,1,8,1,22.22,89.85,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-08 02:00,2023,1,8,2,22.07,90.16,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-08 03:00,2023,1,8,3,22.22,89.85,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-08 04:00,2023,1,8,4,22.66,88.95,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-08 05:00,2023,1,8,5,23.35,87.51,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-08 06:00,2023,1,8,6,24.26,85.63,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-08 07:00,2023,1,8,7,25.31,83.45,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-08 08:00,2023,1,8,8,26.44,81.11,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-08 09:00,2023,1,8,9,27.57,78.77,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-08 10:00,2023,1,8,10,28.62,76.58,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-08 11:00,2023,1,8,11,29.53,74.71,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-08 12:00,2023,1,8,12,30.22,73.27,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-08 13:00,2023,1,8,13,30.66,72.37,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-08 14:00,2023,1,8,14,30.80,72.24,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-08 15:00,2023,1,8,15,30.66,72.37,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
2023-01-08 16:00,2023,1,8,16,30.22,73.27,0.0000,31.20,21.50,91.30,73.20,24.00,No,MATTALA,LUNUGAMWEHERA
